app_name,app_name_full,platform,developer_company,app_category,version_number,version_release_date,is_current_version,initial_app_release_date,apk_format,file_size,detail_page_size,detail_page_downloads,detail_page_security_ratio,detail_page_top_content_rating,detail_page_top_update_date,detail_page_android_os,detail_page_download_format,additional_app_latest_version,uploaded_by,requires_android,available_on,additional_app_category,content_rating,security_report_label,security_scan_result,security_scan_date,security_check_completed,same_as_package_name,sha256,verified_by,update_description,update_description_raw,standardized_update_categories,standardized_summary,feature_specificity,feature_text_sufficient_for_research,detail_page_version,detail_page_update_date,version_history_source,version_history_source_url,detail_source_url,detail_url_source_method,detail_url_version_slug,detail_url_matches_displayed_version,source_note
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.401.0,"Mar 12, 2026",False,"May 30, 2013",XAPK,138.3 MB,138.3 MB,1K+,,,"Mar 12, 2026",,XAPK,Trusted App,Grab Holdings,"Android 7.0+ (N, API 24)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,"Grab - Taxi & Food Delivery old version 5.401.0 was released on Mar 12, 2026 by Grab Holdings. 3 MB. We recommend you","Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.401.0 to get rid of bugs from your everyday app experience. Grab - Taxi & Food Delivery old version 5.401.0 was released on Mar 12, 2026 by Grab Holdings. The app download size is 138.3 MB. We recommend you",Bug fixes / performance improvements; UI / design changes; AI-related features; Payments / monetization; Mobility / delivery service changes; New product feature,"Version-specific note suggests: Grab - Taxi & Food Delivery old version 5.401.0 was released on Mar 12, 2026 by Grab Holdings. 3 MB. We recommend you",version_specific_or_actionable,True,5.401.0,"Mar 12, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.401.0,actual_href_from_versions_page,5.401.0,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.400.0,"Mar 5, 2026",False,"May 30, 2013",XAPK,136.7 MB,136.7 MB,1K+,,,"Mar 5, 2026",,XAPK,Trusted App,Grab Holdings,"Android 7.0+ (N, API 24)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,"Grab - Taxi & Food Delivery old version 5.400.0 was released on Mar 5, 2026 by Grab Holdings. 7 MB. We recommend you","Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.400.0 to get rid of bugs from your everyday app experience. Grab - Taxi & Food Delivery old version 5.400.0 was released on Mar 5, 2026 by Grab Holdings. The app download size is 136.7 MB. We recommend you",Bug fixes / performance improvements; UI / design changes; AI-related features; Payments / monetization; Mobility / delivery service changes; New product feature,"Version-specific note suggests: Grab - Taxi & Food Delivery old version 5.400.0 was released on Mar 5, 2026 by Grab Holdings. 7 MB. We recommend you",version_specific_or_actionable,True,5.400.0,"Mar 5, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.400.0,actual_href_from_versions_page,5.400.0,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.399.0,"Feb 26, 2026",False,"May 30, 2013",XAPK,269.6 MB,269.6 MB,1K+,,,"Feb 26, 2026",,XAPK,Trusted App,Sebas FerBust,"Android 7.0+ (N, API 24)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,"Grab - Taxi & Food Delivery old version 5.399.0 was released on Feb 26, 2026 by Grab Holdings. 6 MB. We recommend you","Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.399.0 to get rid of bugs from your everyday app experience. Grab - Taxi & Food Delivery old version 5.399.0 was released on Feb 26, 2026 by Grab Holdings. The app download size is 269.6 MB. We recommend you",Bug fixes / performance improvements; UI / design changes; AI-related features; Payments / monetization; Mobility / delivery service changes; New product feature,"Version-specific note suggests: Grab - Taxi & Food Delivery old version 5.399.0 was released on Feb 26, 2026 by Grab Holdings. 6 MB. We recommend you",version_specific_or_actionable,True,5.399.0,"Feb 26, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.399.0,actual_href_from_versions_page,5.399.0,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.397.0,"Feb 13, 2026",False,"May 30, 2013",XAPK,281.9 MB,281.9 MB,1K+,,,"Feb 13, 2026",,XAPK,Trusted App,Su Myat Min Htun,"Android 7.0+ (N, API 24)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,"Grab - Taxi & Food Delivery old version 5.397.0 was released on Feb 13, 2026 by Grab Holdings. 9 MB. We recommend you","Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.397.0 to get rid of bugs from your everyday app experience. Grab - Taxi & Food Delivery old version 5.397.0 was released on Feb 13, 2026 by Grab Holdings. The app download size is 281.9 MB. We recommend you",Bug fixes / performance improvements; UI / design changes; AI-related features; Payments / monetization; Mobility / delivery service changes; New product feature,"Version-specific note suggests: Grab - Taxi & Food Delivery old version 5.397.0 was released on Feb 13, 2026 by Grab Holdings. 9 MB. We recommend you",version_specific_or_actionable,True,5.397.0,"Feb 13, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.397.0,actual_href_from_versions_page,5.397.0,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.396.0,"Feb 7, 2026",False,"May 30, 2013",XAPK,156.3 MB,156.3 MB,1K+,,,"Feb 7, 2026",,XAPK,Trusted App,Grab Holdings,"Android 7.0+ (N, API 24)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,"Grab - Taxi & Food Delivery old version 5.396.0 was released on Feb 7, 2026 by Grab Holdings. 3 MB. We recommend you","Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.396.0 to get rid of bugs from your everyday app experience. Grab - Taxi & Food Delivery old version 5.396.0 was released on Feb 7, 2026 by Grab Holdings. The app download size is 156.3 MB. We recommend you",Bug fixes / performance improvements; UI / design changes; AI-related features; Payments / monetization; Mobility / delivery service changes; New product feature,"Version-specific note suggests: Grab - Taxi & Food Delivery old version 5.396.0 was released on Feb 7, 2026 by Grab Holdings. 3 MB. We recommend you",version_specific_or_actionable,True,5.396.0,"Feb 7, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.396.0,actual_href_from_versions_page,5.396.0,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.395.0,"Jan 31, 2026",False,"May 30, 2013",XAPK,280.8 MB,280.8 MB,1K+,,,"Jan 31, 2026",,XAPK,Trusted App,Su Myat Min Htun,"Android 7.0+ (N, API 24)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,"Grab - Taxi & Food Delivery old version 5.395.0 was released on Jan 31, 2026 by Grab Holdings. 8 MB. We recommend you","Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.395.0 to get rid of bugs from your everyday app experience. Grab - Taxi & Food Delivery old version 5.395.0 was released on Jan 31, 2026 by Grab Holdings. The app download size is 280.8 MB. We recommend you",Bug fixes / performance improvements; UI / design changes; AI-related features; Payments / monetization; Mobility / delivery service changes; New product feature,"Version-specific note suggests: Grab - Taxi & Food Delivery old version 5.395.0 was released on Jan 31, 2026 by Grab Holdings. 8 MB. We recommend you",version_specific_or_actionable,True,5.395.0,"Jan 31, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.395.0,actual_href_from_versions_page,5.395.0,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.394.200,"Jan 27, 2026",False,"May 30, 2013",APK,221.6 MB,221.6 MB,1K+,,,"Jan 27, 2026",,APK,Trusted App,Grab Holdings,"Android 7.0+ (N, API 24)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,6 MB. We recommend you,"Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Grab - Taxi & Food Delivery old version 5.394.200 was released on Jan 27, 2026 by Grab Holdings. The app download size is 221.6 MB. We recommend you",UI / design changes; Payments / monetization; Mobility / delivery service changes; New product feature,"APKPure provides generic app or rollback text, but no clear version-specific reason for this update.",generic,False,5.394.200,"Jan 27, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.394.200,actual_href_from_versions_page,5.394.200,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.394.0,"Jan 23, 2026",False,"May 30, 2013",XAPK,136.6 MB,136.6 MB,1K+,,,"Jan 23, 2026",,XAPK,Trusted App,Grab Holdings,"Android 7.0+ (N, API 24)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,"Grab - Taxi & Food Delivery old version 5.394.0 was released on Jan 23, 2026 by Grab Holdings. 6 MB. We recommend you","Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.394.0 to get rid of bugs from your everyday app experience. Grab - Taxi & Food Delivery old version 5.394.0 was released on Jan 23, 2026 by Grab Holdings. The app download size is 136.6 MB. We recommend you",Bug fixes / performance improvements; UI / design changes; AI-related features; Payments / monetization; Mobility / delivery service changes; New product feature,"Version-specific note suggests: Grab - Taxi & Food Delivery old version 5.394.0 was released on Jan 23, 2026 by Grab Holdings. 6 MB. We recommend you",version_specific_or_actionable,True,5.394.0,"Jan 23, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.394.0,actual_href_from_versions_page,5.394.0,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.393.0,"Jan 17, 2026",False,"May 30, 2013",XAPK,266.1 MB,266.1 MB,1K+,,,"Jan 17, 2026",,XAPK,Trusted App,Shimaa Ahmed,"Android 7.0+ (N, API 24)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,"Grab - Taxi & Food Delivery old version 5.393.0 was released on Jan 17, 2026 by Grab Holdings. 1 MB. We recommend you","Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.393.0 to get rid of bugs from your everyday app experience. Grab - Taxi & Food Delivery old version 5.393.0 was released on Jan 17, 2026 by Grab Holdings. The app download size is 266.1 MB. We recommend you",Bug fixes / performance improvements; UI / design changes; AI-related features; Payments / monetization; Mobility / delivery service changes; New product feature,"Version-specific note suggests: Grab - Taxi & Food Delivery old version 5.393.0 was released on Jan 17, 2026 by Grab Holdings. 1 MB. We recommend you",version_specific_or_actionable,True,5.393.0,"Jan 17, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.393.0,actual_href_from_versions_page,5.393.0,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.392.0,"Jan 8, 2026",False,"May 30, 2013",XAPK,138.3 MB,138.3 MB,1K+,,,"Jan 8, 2026",,XAPK,Trusted App,Grab Holdings,"Android 5.0+ (Lollipop, API 21)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,"Grab - Taxi & Food Delivery old version 5.392.0 was released on Jan 8, 2026 by Grab Holdings. 3 MB. We recommend you","Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.392.0 to get rid of bugs from your everyday app experience. Grab - Taxi & Food Delivery old version 5.392.0 was released on Jan 8, 2026 by Grab Holdings. The app download size is 138.3 MB. We recommend you",Bug fixes / performance improvements; UI / design changes; AI-related features; Payments / monetization; Mobility / delivery service changes; New product feature,"Version-specific note suggests: Grab - Taxi & Food Delivery old version 5.392.0 was released on Jan 8, 2026 by Grab Holdings. 3 MB. We recommend you",version_specific_or_actionable,True,5.392.0,"Jan 8, 2026",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.392.0,actual_href_from_versions_page,5.392.0,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
Grab,Grab Taxi & Food Delivery,Android,Grab Holdings,Travel & Local,5.389.200,"Dec 23, 2025",False,"May 30, 2013",APK,165.2 MB,165.2 MB,1K+,,,"Dec 23, 2025",,APK,Trusted App,Grab Holdings,"Android 5.0+ (Lollipop, API 21)",,,,Grab - Taxi & Food Delivery,,,True,,,APKPURE,2 MB. We recommend you,"Grab is a superapp that helps you book rides, order food and groceries, send parcels, and pay cashless across Southeast Asia. Download and install old versions of Grab - Taxi & Food Delivery that suits your device model and enjoy your favorite features! Grab - Taxi & Food Delivery old version 5.389.200 was released on Dec 23, 2025 by Grab Holdings. The app download size is 165.2 MB. We recommend you",UI / design changes; Payments / monetization; Mobility / delivery service changes; New product feature,"APKPure provides generic app or rollback text, but no clear version-specific reason for this update.",generic,False,5.389.200,"Dec 23, 2025",APKPure,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/versions,https://apkpure.com/grab-taxi-food-delivery/com.grabtaxi.passenger/download/5.389.200,actual_href_from_versions_page,5.389.200,True,APKPure version/date/size; not official Google Play historical release data. Detail URL was read from APKPure page href.
