"app_name","platform","developer_company","app_category","version_number","version_release_date","is_current_version","initial_app_release_date","update_description_release_notes","standardized_update_categories","standardized_update_summary","source_url","data_quality_notes"
"Instagram","iOS","Instagram, Inc.","Photo & Video","428.1.0","Unavailable","Yes","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows relative release time only ('14h ago'); exact date unavailable."
"Instagram","iOS","Instagram, Inc.","Photo & Video","426.0.0","2026-04-20","No","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows month/day only; year normalized to 2026 from page context."
"Instagram","iOS","Instagram, Inc.","Photo & Video","425.0.0","2026-04-13","No","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows month/day only; year normalized to 2026 from page context."
"Instagram","iOS","Instagram, Inc.","Photo & Video","424.1","2026-04-09","No","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows month/day only; year normalized to 2026 from page context."
"Instagram","iOS","Instagram, Inc.","Photo & Video","424.0.0","2026-04-06","No","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows month/day only; year normalized to 2026 from page context."
"Instagram","iOS","Instagram, Inc.","Photo & Video","423.1.0","2026-04-02","No","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows month/day only; year normalized to 2026 from page context."
"Instagram","iOS","Instagram, Inc.","Photo & Video","423.0.0","2026-03-30","No","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows month/day only; year normalized to 2026 from page context."
"Instagram","iOS","Instagram, Inc.","Photo & Video","422.1.0","2026-03-25","No","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows month/day only; year normalized to 2026 from page context."
"Instagram","iOS","Instagram, Inc.","Photo & Video","422.0.0","2026-03-24","No","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows month/day only; year normalized to 2026 from page context."
"Instagram","iOS","Instagram, Inc.","Photo & Video","421.1.0","2026-03-17","No","Unavailable","Performance optimizations and stability improvements for a smoother, more reliable experience.","Bug fixes / performance improvements","Maintenance update focused on performance and stability improvements.","https://apps.apple.com/us/app/instagram/id389801252","Apple App Store shows month/day only; year normalized to 2026 from page context."
"TikTok","iOS","TikTok Ltd.","Entertainment","44.9.0","2026-04-27","Yes","2014-04-02","We've made it even easier to shoot videos!","New product feature","Creation-tool update that simplifies shooting videos.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple parsed page does not expose first iOS release date; AppAgg used for initial release date."
"TikTok","iOS","TikTok Ltd.","Entertainment","44.8.0","2026-04-21","No","2014-04-02","Enjoy a better video browsing experience on our enhanced feed.","UI / design changes; Personalization / recommendations","Feed and browsing update aimed at improving content discovery and viewing experience.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple App Store version history shows month/day without year; normalized to 2026 based on page context; initial iOS release date sourced from AppAgg."
"TikTok","iOS","TikTok Ltd.","Entertainment","44.7.0","2026-04-15","No","2014-04-02","Squashed bugs for better experience.","Bug fixes / performance improvements","Maintenance update focused on bug fixes and performance improvements.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple App Store version history shows month/day without year; normalized to 2026 based on page context; initial iOS release date sourced from AppAgg."
"TikTok","iOS","TikTok Ltd.","Entertainment","44.6.0","2026-04-07","No","2014-04-02","Easily post videos and photos on TikTok with bug fixes and performance improvements.","Bug fixes / performance improvements; New product feature","Posting workflow update combined with bug-fix and performance maintenance.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple App Store version history shows month/day without year; normalized to 2026 based on page context; initial iOS release date sourced from AppAgg."
"TikTok","iOS","TikTok Ltd.","Entertainment","44.5.0","2026-03-30","No","2014-04-02","Sharing your favorite TikTok content with friends is now a lot easier.","UI / design changes; New product feature","Sharing workflow update that makes sending TikTok content easier.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple App Store version history shows month/day without year; normalized to 2026 based on page context; initial iOS release date sourced from AppAgg."
"TikTok","iOS","TikTok Ltd.","Entertainment","44.4.0","2026-03-24","No","2014-04-02","We've fixed some bugs and updated features to improve your experience on TikTok.","Bug fixes / performance improvements; New product feature","Mixed maintenance and feature-polish update.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple App Store version history shows month/day without year; normalized to 2026 based on page context; initial iOS release date sourced from AppAgg."
"TikTok","iOS","TikTok Ltd.","Entertainment","44.3.0","2026-03-17","No","2014-04-02","We polish up TikTok to make creating and browsing on our app faster and better than ever.","Bug fixes / performance improvements; UI / design changes","Maintenance and UX polish update for creation and browsing flows.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple App Store version history shows month/day without year; normalized to 2026 based on page context; initial iOS release date sourced from AppAgg."
"TikTok","iOS","TikTok Ltd.","Entertainment","44.2.0","2026-03-12","No","2014-04-02","We've rolled out performance improvements and bug fixes. Thanks for using TikTok!","Bug fixes / performance improvements","Maintenance update focused on bug fixes and performance improvements.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple App Store version history shows month/day without year; normalized to 2026 based on page context; initial iOS release date sourced from AppAgg."
"TikTok","iOS","TikTok Ltd.","Entertainment","43.9.0","2026-02-24","No","2014-04-02","Easily add a sound to your video.","New product feature","Creation-tool update that simplifies adding audio to videos.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple App Store version history shows month/day without year; normalized to 2026 based on page context; initial iOS release date sourced from AppAgg."
"TikTok","iOS","TikTok Ltd.","Entertainment","43.8.0","2026-02-10","No","2014-04-02","Add the latest stickers to your videos.","New product feature","Creative-tools update adding new stickers to video posts.","https://apps.apple.com/us/app/tiktok-videos-shop-live/id835599320 | https://appagg.com/ios/entertainment/tiktok-videos-shop-live-9311680.html?hl=en","Apple App Store version history shows month/day without year; normalized to 2026 based on page context; initial iOS release date sourced from AppAgg."
"YouTube","iOS","Google LLC","Photo & Video","21.18.4","Unavailable","Yes","Unavailable","Bug fixes, stability improvements, repairs to space-time continuum.","Bug fixes / performance improvements","Maintenance update focused on bug fixes, stability, and performance.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows relative release time only ('1d ago'); exact date unavailable."
"YouTube","iOS","Google LLC","Photo & Video","21.17.3","2026-04-26","No","Unavailable","We fixed the tubes that bring you videos – and some bugs too.","Bug fixes / performance improvements","Maintenance update focused on bug fixes and service reliability.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows month/day only; year normalized to 2026 from page context."
"YouTube","iOS","Google LLC","Photo & Video","21.16.2","2026-04-19","No","Unavailable","Bug fixes, performance improvements, and more cat videos.","Bug fixes / performance improvements","Maintenance update focused on bug fixes and performance improvements.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows month/day only; year normalized to 2026 from page context."
"YouTube","iOS","Google LLC","Photo & Video","21.15.05","2026-04-15","No","Unavailable","Fixed bugs, improved performance, explored the edges of the known universe.","Bug fixes / performance improvements","Maintenance update focused on bug fixes and performance improvements.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows month/day only; year normalized to 2026 from page context."
"YouTube","iOS","Google LLC","Photo & Video","21.15.04","2026-04-13","No","Unavailable","Fixed bugs, improved performance, explored the edges of the known universe.","Bug fixes / performance improvements","Maintenance update focused on bug fixes and performance improvements.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows month/day only; year normalized to 2026 from page context."
"YouTube","iOS","Google LLC","Photo & Video","21.14.4","2026-04-06","No","Unavailable","Fixed bugs, improved performance, drank way too much coffee.","Bug fixes / performance improvements","Maintenance update focused on bug fixes and performance improvements.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows month/day only; year normalized to 2026 from page context."
"YouTube","iOS","Google LLC","Photo & Video","21.13.6","2026-03-30","No","Unavailable","Fixed bugs, improved performance, took the afternoon off.","Bug fixes / performance improvements","Maintenance update focused on bug fixes and performance improvements.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows month/day only; year normalized to 2026 from page context."
"YouTube","iOS","Google LLC","Photo & Video","21.12.4","2026-03-23","No","Unavailable","Bug fixes, stability improvements, repairs to space-time continuum.","Bug fixes / performance improvements","Maintenance update focused on bug fixes, stability, and performance.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows month/day only; year normalized to 2026 from page context."
"YouTube","iOS","Google LLC","Photo & Video","21.11.4","2026-03-15","No","Unavailable","We fixed the tubes that bring you videos – and some bugs too.","Bug fixes / performance improvements","Maintenance update focused on bug fixes and service reliability.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows month/day only; year normalized to 2026 from page context."
"YouTube","iOS","Google LLC","Photo & Video","21.10.2","2026-03-08","No","Unavailable","Bug fixes, performance improvements, and more cat videos.","Bug fixes / performance improvements","Maintenance update focused on bug fixes and performance improvements.","https://apps.apple.com/us/app/youtube/id544007664","Apple App Store shows month/day only; year normalized to 2026 from page context."
"Instagram","Android","Meta Platforms, Inc.","Social","427.0.0.47.73","2026-04-27","Yes","2012-04","Unavailable","Other","Release notes unavailable or missing.","https://play.google.com/store/apps/details?id=com.instagram.android | https://www.appbrain.com/app/instagram/com.instagram.android","Google Play supplied current status/date; AppBrain supplied version and initial release month; release notes were not exposed."
"TikTok","Android","TikTok Pte. Ltd.","Social","Unavailable","2026-04-30","Yes","2015-07","We've made it even easier to shoot videos!","New product feature","Creation-tool update that simplifies shooting videos.","https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically | https://www.appbrain.com/app/tiktok-videos-shop-live/com.zhiliaoapp.musically","Google Play supplied current date and note but not version number; AppBrain supplied initial release month."
"TikTok","Android","TikTok Pte. Ltd.","Social","44.9.3","2026-04-24","No","2015-07","Enjoy a better video browsing experience on our enhanced feed.","UI / design changes; Personalization / recommendations","Feed and browsing update aimed at improving content discovery and viewing experience.","https://www.apkmirror.com/apk/tiktok-pte-ltd/tik-tok-including-musical-ly/tiktok-44-9-3-release/ | https://www.appbrain.com/app/tiktok-videos-shop-live/com.zhiliaoapp.musically","APKMirror supplied APK upload date and version-specific note; rollout timing may differ from Google Play."
"TikTok","Android","TikTok Pte. Ltd.","Social","44.9.2","2026-04-22","No","2015-07","Enjoy a better video browsing experience on our enhanced feed.","UI / design changes; Personalization / recommendations","Feed and browsing update aimed at improving content discovery and viewing experience.","https://www.apkmirror.com/apk/tiktok-pte-ltd/tik-tok-including-musical-ly/tiktok-44-9-2-release/ | https://www.appbrain.com/app/tiktok-videos-shop-live/com.zhiliaoapp.musically","APKMirror supplied APK upload date and version-specific note; rollout timing may differ from Google Play."
"TikTok","Android","TikTok Pte. Ltd.","Social","44.8.3","2026-04-18","No","2015-07","Easily post videos and photos on TikTok with bug fixes and performance improvements.","Bug fixes / performance improvements; New product feature","Posting workflow update combined with bug-fix and performance maintenance.","https://www.apkmirror.com/apk/tiktok-pte-ltd/tik-tok-including-musical-ly/tiktok-44-8-3-release/ | https://www.appbrain.com/app/tiktok-videos-shop-live/com.zhiliaoapp.musically","APKMirror supplied APK upload date and version-specific note; rollout timing may differ from Google Play."
"YouTube","Android","Google LLC","Video Players & Editors","Unavailable","2026-05-04","Yes","2010-10","For new features, look for in-product education & notifications sharing the feature and how to use it!","New product feature","Generic release note indicating ongoing feature rollout guidance rather than specific feature detail.","https://play.google.com/store/apps/details?id=com.google.android.youtube | https://www.appbrain.com/app/youtube/com.google.android.youtube","Google Play supplied current date and note but not version number; AppBrain supplied initial release month."
"YouTube","Android","Google LLC","Video Players & Editors","21.17.482","2026-05-02","No","2010-10","For new features, look for in-product education & notifications sharing the feature and how to use it!","New product feature","Generic release note indicating ongoing feature rollout guidance rather than specific feature detail.","https://www.apkmirror.com/apk/google-inc/youtube/youtube-21-17-482-release/youtube-21-17-482-4-android-apk-download/ | https://www.appbrain.com/app/youtube/com.google.android.youtube","APKMirror supplied APK upload date and version-specific note; rollout timing may differ from Google Play."
"YouTube","Android","Google LLC","Video Players & Editors","21.16.246","2026-04-29","No","2010-10","For new features, look for in-product education & notifications sharing the feature and how to use it!","New product feature","Generic release note indicating ongoing feature rollout guidance rather than specific feature detail.","https://www.apkmirror.com/apk/google-inc/youtube/youtube-21-16-246-release/youtube-21-16-246-4-android-apk-download/ | https://www.appbrain.com/app/youtube/com.google.android.youtube","APKMirror supplied APK upload date and version-specific note; rollout timing may differ from Google Play."
"YouTube","Android","Google LLC","Video Players & Editors","20.46.40","2025-11-22","No","2010-10","For new features, look for in-product education & notifications sharing the feature and how to use it!","New product feature","Generic release note indicating ongoing feature rollout guidance rather than specific feature detail.","https://www.apkmirror.com/apk/google-inc/youtube/youtube-20-46-40-release/youtube-20-46-40-android-apk-download/ | https://www.appbrain.com/app/youtube/com.google.android.youtube","APKMirror supplied APK upload date and version-specific note; rollout timing may differ from Google Play."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.30.0","Unavailable","Yes","Unavailable","We’re working on the app experience. You work on what, when, and how you watch next. That's equally as important. We know you have choices. In this release, we made gallery improvements so it’s easier to find the perfect thing to watch.","UI / design changes","Gallery/discovery UI refinement to make browsing titles easier.","https://apps.apple.com/us/app/netflix/id363590051","App Store HTML showed the current release timing only as '13h ago'; exact YYYY-MM-DD was not exposed in the fetched page."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.29.0","2026-04-27","No","Unavailable","Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your iPhone and iPad. No matter your mood—we’ve got options. In this version we made player improvements to make watching them even better.","Bug fixes / performance improvements","Player-related performance refinement for video playback.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history; release note wording is relatively templated."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.28.0","2026-04-20","No","Unavailable","Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your iPhone and iPad. We know you have choices. In this release, we made gallery improvements so it’s easier to find the perfect thing to watch.","UI / design changes","Gallery/discovery UI refinement to make browsing titles easier.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history; release note wording repeats over time."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.27.0","2026-04-13","No","Unavailable","Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your iPhone and iPad. And in this release, we fixed bugs and made performance improvements. Just for you.","Bug fixes / performance improvements","Maintenance release focused on bug fixes and performance.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.26.0","2026-04-06","No","Unavailable","Keep your app updated to get the latest Netflix experience on your iPhone and iPad. We want to help you find your next favorite show. This update’s playback improvements will help make it look even better too.","Bug fixes / performance improvements","Playback quality/performance maintenance update.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history; exact feature detail is limited."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.25.0","2026-03-30","No","Unavailable","Keep your app updated to get the latest Netflix experience on your iPhone and iPad. No matter your mood—we’ve got options. In this version we made player improvements to make watching them even better.","Bug fixes / performance improvements","Player-related performance refinement for video playback.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history; wording is highly templated."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.24.0","2026-03-23","No","Unavailable","Keep your app updated to get the latest Netflix experience on your iPhone and iPad. We know you have choices. In this release, we made gallery improvements so it’s easier to find the perfect thing to watch.","UI / design changes","Gallery/discovery UI refinement to make browsing titles easier.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history; release note wording repeats over time."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.23.1","2026-03-17","No","Unavailable","Keep your app updated to get the latest Netflix experience on your iPhone and iPad. And in this release, we fixed bugs and made performance improvements. Just for you.","Bug fixes / performance improvements","Maintenance release focused on bug fixes and performance.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.23.0","2026-03-16","No","Unavailable","We’re working on the app experience. You work on what, when, and how you watch next. That's equally as important. We want to help you find your next favorite show. This update’s playback improvements will help make it look even better too.","Bug fixes / performance improvements","Playback quality/performance maintenance update.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history; exact functional scope is broad."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.22.0","2026-03-09","No","Unavailable","Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your iPhone and iPad. We want to help you find your next favorite show. This update’s playback improvements will help make it look even better too.","Bug fixes / performance improvements","Playback quality/performance maintenance update.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history."
"Netflix","iOS","Netflix, Inc.","Entertainment","18.21.0","2026-03-02","No","Unavailable","Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your iPhone and iPad. No matter your mood—we’ve got options. In this version we made player improvements to make watching them even better.","Bug fixes / performance improvements","Player-related performance refinement for video playback.","https://apps.apple.com/us/app/netflix/id363590051","Official App Store history; adjacent releases often rotate between gallery/player/bug-fix templates."
"Spotify","iOS","Spotify","Music","9.1.44","Unavailable","Yes","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","App Store HTML exposed the current release timing only as '5d ago'; exact YYYY-MM-DD was not shown. Release notes are generic and repeated across versions."
"Spotify","iOS","Spotify","Music","9.1.42","2026-04-23","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Spotify","iOS","Spotify","Music","9.1.40","2026-04-21","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Spotify","iOS","Spotify","Music","9.1.36","2026-04-13","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Spotify","iOS","Spotify","Music","9.1.34","2026-04-07","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Spotify","iOS","Spotify","Music","9.1.32","2026-03-27","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Spotify","iOS","Spotify","Music","9.1.30","2026-03-25","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Spotify","iOS","Spotify","Music","9.1.28","2026-03-04","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Spotify","iOS","Spotify","Music","9.1.26","2026-03-02","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Spotify","iOS","Spotify","Music","9.1.24","2026-02-20","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Spotify","iOS","Spotify","Music","9.1.22","2026-02-11","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580","Official App Store history; release note is generic and repeated across many versions."
"Google Docs","iOS","Google LLC","Productivity","1.2026.18100","Unavailable","Yes","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","App Store HTML showed the current release timing only as '15h ago'; exact YYYY-MM-DD was not exposed."
"Google Docs","iOS","Google LLC","Productivity","1.2026.16101","2026-04-27","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
"Google Docs","iOS","Google LLC","Productivity","1.2026.15101","2026-04-13","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
"Google Docs","iOS","Google LLC","Productivity","1.2026.14100","2026-04-06","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
"Google Docs","iOS","Google LLC","Productivity","1.2026.13103","2026-03-30","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
"Google Docs","iOS","Google LLC","Productivity","1.2026.12102","2026-03-23","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
"Google Docs","iOS","Google LLC","Productivity","1.2026.11101","2026-03-16","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
"Google Docs","iOS","Google LLC","Productivity","1.2026.10101","2026-03-09","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
"Google Docs","iOS","Google LLC","Productivity","1.2026.09103","2026-03-02","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
