"app_name","platform","developer_company","app_category","version_number","version_release_date","is_current_version","initial_app_release_date","update_description_release_notes","standardized_update_categories","standardized_update_summary","source_url","data_quality_notes"
"Google Docs","iOS","Google LLC","Productivity","1.2026.07501","2026-02-25","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
"Google Docs","iOS","Google LLC","Productivity","1.2026.07500","2026-02-23","No","Unavailable","Security improvements, bug fixes, and performance improvements.","Bug fixes / performance improvements; Security / account safety","Security, stability, and performance maintenance release.","https://apps.apple.com/us/app/google-docs/id842842640","Official App Store history; release notes are repetitive and provide limited feature detail."
"Netflix","Android","Netflix, Inc.","Entertainment","9.64.0 build 8 64068","2026-04-29","Yes","Unavailable","Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.","Other","Generic promotional update note; exact functional changes not disclosed.","https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-64-0-build-8-64068-release/","APKMirror provides version/date history; release notes are generic/promotional and do not identify specific product changes."
"Netflix","Android","Netflix, Inc.","Entertainment","9.59.0 build 8 64133","2026-03-27","No","Unavailable","Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.","Other","Generic promotional update note; exact functional changes not disclosed.","https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-59-0-build-8-64133-release/","APKMirror version history is available, but release notes remain generic/promotional."
"Netflix","Android","Netflix, Inc.","Entertainment","9.41.0 build 8 63737","2025-11-06","No","Unavailable","Get the best experience for enjoying recent hits and timeless classics with our latest Netflix update for your phone and tablet.","Other","Generic promotional update note; exact functional changes not disclosed.","https://www.apkmirror.com/apk/netflix-inc/netflix/netflix-9-41-0-build-8-63737-release/","Historical Android versions are feasible via APKMirror, but release notes provide little detail beyond marketing language."
"Spotify","Android","Spotify AB","Music & Audio","9.1.44.2120","2026-05-04","Yes","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://www.apkmirror.com/apk/spotify-ab/spotify-music-podcasts/spotify-music-and-podcasts-9-1-44-2120-release/","APKMirror provides version/date history; notes are generic and repeated across versions. Public Google Play HTML exposes category/developer/current note but not a clean full version history."
"Spotify","Android","Spotify AB","Music & Audio","9.1.36.1938","2026-03-30","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://www.apkmirror.com/apk/spotify-ab/spotify-music-podcasts/spotify-music-and-podcasts-9-1-36-1938-release/","APKMirror provides version/date history; notes are generic and repeated across versions. Public Google Play HTML exposes category/developer/current note but not a clean full version history."
"Spotify","Android","Spotify AB","Music & Audio","9.1.34.2060","2026-03-25","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://www.apkmirror.com/apk/spotify-ab/spotify-music-podcasts/spotify-music-and-podcasts-9-1-34-2060-release/","APKMirror provides version/date history; notes are generic and repeated across versions. Public Google Play HTML exposes category/developer/current note but not a clean full version history."
"Spotify","Android","Spotify AB","Music & Audio","9.1.24.1723","2026-02-17","No","Unavailable","We’re always making changes and improvements to Spotify. To make sure you don’t miss a thing, just keep your Updates turned on.","Other","Generic maintenance release; Spotify did not disclose feature-level changes.","https://www.apkmirror.com/apk/spotify-ab/spotify-music-podcasts/spotify-music-and-podcasts-9-1-24-1723-release/","APKMirror provides version/date history; notes are generic and repeated across versions. Public Google Play HTML exposes category/developer/current note but not a clean full version history."
"Google Docs","Android","Google LLC","Productivity","1.26.161.04.90","2026-05-04","Yes","Unavailable","Bug fixes and performance improvements","Bug fixes / performance improvements","Bug-fix and performance maintenance release.","https://www.apkmirror.com/apk/google-inc/docs/google-docs-1-26-161-04-release/","APKMirror was used for version/date because the fetched Google Play HTML did not expose a clean version number."
"Google Docs","Android","Google LLC","Productivity","1.26.141.05.90","2026-04-21","No","Unavailable","Bug fixes and performance improvements","Bug fixes / performance improvements","Bug-fix and performance maintenance release.","https://www.apkmirror.com/apk/google-inc/docs/google-docs-1-26-141-05-release/","APKMirror provides reliable dated historical releases."
"Google Docs","Android","Google LLC","Productivity","1.26.131.05.90","2026-04-21","No","Unavailable","Bug fixes and performance improvements","Bug fixes / performance improvements","Bug-fix and performance maintenance release.","https://www.apkmirror.com/apk/google-inc/docs/google-docs-1-26-131-05-release/","APKMirror provides reliable dated historical releases."
"Google Docs","Android","Google LLC","Productivity","1.25.112.01.90","2025-03-18","No","Unavailable","Bug fixes and performance improvements","Bug fixes / performance improvements","Bug-fix and performance maintenance release.","https://www.apkmirror.com/apk/google-inc/docs/google-docs-1-25-112-01-release/","The same version appeared across multiple APK/BUNDLE variants dated 2025-03-17 and 2025-03-18; 2025-03-18 is used here and the variant timing difference should be noted."
"PayPal","iOS","PayPal, Inc.","Finance","8.106.0","Unavailable","Yes","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://apps.apple.com/us/app/paypal-pay-send-save/id283646709","App Store version history used. Current entry shows a relative timestamp only, so exact date was left Unavailable."
"PayPal","iOS","PayPal, Inc.","Finance","8.105.0","2026-04-20","No","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://apps.apple.com/us/app/paypal-pay-send-save/id283646709","App Store month/day entry normalized to 2026 from page context."
"PayPal","iOS","PayPal, Inc.","Finance","8.104.1","2026-04-13","No","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://apps.apple.com/us/app/paypal-pay-send-save/id283646709","App Store month/day entry normalized to 2026 from page context."
"PayPal","iOS","PayPal, Inc.","Finance","8.104.0","2026-04-06","No","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://apps.apple.com/us/app/paypal-pay-send-save/id283646709","App Store month/day entry normalized to 2026 from page context."
"PayPal","iOS","PayPal, Inc.","Finance","8.103.0","2026-03-23","No","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://apps.apple.com/us/app/paypal-pay-send-save/id283646709","App Store month/day entry normalized to 2026 from page context."
"PayPal","iOS","PayPal, Inc.","Finance","8.102.0","2026-03-05","No","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://apps.apple.com/us/app/paypal-pay-send-save/id283646709","App Store month/day entry normalized to 2026 from page context."
"PayPal","iOS","PayPal, Inc.","Finance","8.101.0","2026-02-23","No","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://apps.apple.com/us/app/paypal-pay-send-save/id283646709","App Store month/day entry normalized to 2026 from page context."
"PayPal","iOS","PayPal, Inc.","Finance","8.100.1","2026-02-11","No","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://apps.apple.com/us/app/paypal-pay-send-save/id283646709","App Store month/day entry normalized to 2026 from page context."
"PayPal","Android","PayPal Mobile","Finance","8.105.1","2026-04-26","Yes","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://play.google.com/store/apps/details?hl=en&id=com.paypal.android.p2pmobile | https://www.apkmirror.com/apk/paypal-mobile/paypal/paypal-pay-send-save-8-105-1-release/","Google Play parsed output did not expose a stable current version number; APKMirror was used to map the latest publicly indexed version and date. Staged rollout differences may exist."
"PayPal","Android","PayPal Mobile","Finance","8.103.0","2026-03-26","No","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://www.apkmirror.com/apk/paypal-mobile/paypal/paypal-pay-send-save-8-103-0-release/","Version-specific Android history sourced from APKMirror; date is the APKMirror upload date and may not equal exact Google Play rollout timing."
"PayPal","Android","PayPal Mobile","Finance","8.100.1","2026-02-22","No","Unavailable","Get the latest update, so you can pay, send and save smarter. Unlock cash back offers and more. With PayPal, it really adds up.","Payments / monetization","Payment-focused update messaging highlighting PayPal spending, sending, saving, and rewards functionality.","https://www.apkmirror.com/apk/paypal-mobile/paypal/paypal-pay-send-save-8-100-1-release/","Version-specific Android history sourced from APKMirror; date is the APKMirror upload date and may not equal exact Google Play rollout timing."
"Amazon Shopping","iOS","AMZN Mobile LLC","Shopping","27.9.0","Unavailable","Yes","Unavailable","Our new design provides easier access to the features you use most while on the go. This includes the homepage, account and order information, your cart and the ability to browse and discover Amazon departments, products, programs, and features.","UI / design changes; New product feature","Redesign-focused update emphasizing easier access to navigation, account, cart, and browsing features.","https://apps.apple.com/us/app/amazon-shopping/id297606951","App Store version history used. Current entry shows a relative timestamp only, so exact date was left Unavailable."
"Amazon Shopping","iOS","AMZN Mobile LLC","Shopping","27.8.0","2026-04-20","No","Unavailable","Our new design provides easier access to the features you use most while on the go. This includes the homepage, account and order information, your cart and the ability to browse and discover Amazon departments, products, programs, and features.","UI / design changes; New product feature","Redesign-focused update emphasizing easier access to navigation, account, cart, and browsing features.","https://apps.apple.com/us/app/amazon-shopping/id297606951","App Store month/day entry normalized to 2026 from page context."
"Amazon Shopping","iOS","AMZN Mobile LLC","Shopping","27.7.0","2026-04-06","No","Unavailable","Our new design provides easier access to the features you use most while on the go. This includes the homepage, account and order information, your cart and the ability to browse and discover Amazon departments, products, programs, and features.","UI / design changes; New product feature","Redesign-focused update emphasizing easier access to navigation, account, cart, and browsing features.","https://apps.apple.com/us/app/amazon-shopping/id297606951","App Store month/day entry normalized to 2026 from page context."
"Amazon Shopping","iOS","AMZN Mobile LLC","Shopping","27.5.4","2026-04-01","No","Unavailable","Our new design provides easier access to the features you use most while on the go. This includes the homepage, account and order information, your cart and the ability to browse and discover Amazon departments, products, programs, and features. This update lets you connect your Apple Health data to your Amazon One Medical profile. This means: • Personalized health guidance — get insights from Health AI based on your actual sleep, activity, and heart rate data • Effortless tracking — your health data is automatically turned into actionable guidance by Health AI, no manual logging required. • Better care between visits — share daily vitals and trends with One Medical to help identify health issues early and take action sooner. Tap on medical care, then Health AI to get set up.","UI / design changes; AI-related features; Personalization / recommendations; New product feature","Added Health AI and Apple Health connectivity while continuing the broader navigation redesign.","https://apps.apple.com/us/app/amazon-shopping/id297606951","App Store month/day entry normalized to 2026 from page context."
"Amazon Shopping","iOS","AMZN Mobile LLC","Shopping","27.5.0","2026-03-26","No","Unavailable","Our new design provides easier access to the features you use most while on the go. This includes the homepage, account and order information, your cart and the ability to browse and discover Amazon departments, products, programs, and features.","UI / design changes; New product feature","Redesign-focused update emphasizing easier access to navigation, account, cart, and browsing features.","https://apps.apple.com/us/app/amazon-shopping/id297606951","App Store month/day entry normalized to 2026 from page context."
"Amazon Shopping","iOS","AMZN Mobile LLC","Shopping","27.4.0","2026-03-05","No","Unavailable","Our new design provides easier access to the features you use most while on the go. This includes the homepage, account and order information, your cart and the ability to browse and discover Amazon departments, products, programs, and features.","UI / design changes; New product feature","Redesign-focused update emphasizing easier access to navigation, account, cart, and browsing features.","https://apps.apple.com/us/app/amazon-shopping/id297606951","App Store month/day entry normalized to 2026 from page context."
"Amazon Shopping","iOS","AMZN Mobile LLC","Shopping","27.2","2026-01-30","No","Unavailable","Our new design provides easier access to the features you use most while on the go. This includes the homepage, account and order information, your cart and the ability to browse and discover Amazon departments, products, programs, and features.","UI / design changes; New product feature","Redesign-focused update emphasizing easier access to navigation, account, cart, and browsing features.","https://apps.apple.com/us/app/amazon-shopping/id297606951","App Store month/day entry normalized to 2026 from page context."
"Amazon Shopping","iOS","AMZN Mobile LLC","Shopping","27.1.0","2026-01-12","No","Unavailable","Our new design provides easier access to the features you use most while on the go. This includes the homepage, account and order information, your cart and the ability to browse and discover Amazon departments, products, programs, and features.","UI / design changes; New product feature","Redesign-focused update emphasizing easier access to navigation, account, cart, and browsing features.","https://apps.apple.com/us/app/amazon-shopping/id297606951","App Store month/day entry normalized to 2026 from page context."
"Amazon Shopping","Android","Amazon Mobile LLC","Shopping","32.9.0.100","2026-04-23","Yes","2014-12","Access popular pages quickly with our new shortcuts. Tap and hold the Amazon app icon to access your Orders, Daily Deals, Shopping Cart, and Search. Enjoy our latest update where we have fixed some bugs and improved our app to provide you a seamless shopping experience","UI / design changes; Bug fixes / performance improvements","Update adds quicker shortcut-based navigation while also fixing bugs and smoothing the shopping experience.","https://play.google.com/store/apps/details?hl=en&id=com.amazon.mShop.android.shopping | https://www.appbrain.com/app/amazon-shopping/com.amazon.mShop.android.shopping | https://www.apkmirror.com/apk/amazon-mobile-llc/amazon-shopping/","Google Play and AppBrain supplied current metadata; APKMirror supplied detailed public release-note text. Initial release month comes from AppBrain."
"Amazon Shopping","Android","Amazon Mobile LLC","Shopping","32.5.0.100","2026-03-03","No","2014-12","Access popular pages quickly with our new shortcuts. Tap and hold the Amazon app icon to access your Orders, Daily Deals, Shopping Cart, and Search. Enjoy our latest update where we have fixed some bugs and improved our app to provide you a seamless shopping experience","UI / design changes; Bug fixes / performance improvements","Update adds quicker shortcut-based navigation while also fixing bugs and smoothing the shopping experience.","https://www.apkmirror.com/apk/amazon-mobile-llc/amazon-shopping/amazon-shopping-32-5-0-100-release/","Version-specific Android history sourced from APKMirror; date is the APKMirror upload date and may not equal exact Google Play rollout timing."
"Amazon Shopping","Android","Amazon Mobile LLC","Shopping","32.1.2.100","2026-01-10","No","2014-12","Access popular pages quickly with our new shortcuts. Tap and hold the Amazon app icon to access your Orders, Daily Deals, Shopping Cart, and Search. Enjoy our latest update where we have fixed some bugs and improved our app to provide you a seamless shopping experience","UI / design changes; Bug fixes / performance improvements","Update adds quicker shortcut-based navigation while also fixing bugs and smoothing the shopping experience.","https://www.apkmirror.com/apk/amazon-mobile-llc/amazon-shopping/amazon-shopping-32-1-2-100-release/","Version-specific Android history sourced from APKMirror; date is the APKMirror upload date and may not equal exact Google Play rollout timing."
"Uber","iOS","Uber Technologies, Inc.","Travel","3.720.10000","Unavailable","Yes","Unavailable","We update the Uber app as often as possible to make it faster and more reliable for you. Here are a couple of the enhancements you'll find in the latest update: - Updates to improve localization across the app - Various bug fixes & improvements Love the app? Rate us! Your feedback keeps the Uber engine running. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements; UI / design changes","Frequent maintenance update focused on localization changes plus bug-fix and reliability work.","https://apps.apple.com/us/app/uber-request-a-ride/id368677368","App Store version history used. Current entry shows a relative timestamp only, so exact date was left Unavailable."
"Uber","iOS","Uber Technologies, Inc.","Travel","3.719.1002","2026-04-27","No","Unavailable","We update the Uber app as often as possible to make it faster and more reliable for you. Here are a couple of the enhancements you'll find in the latest update: - Updates to improve localization across the app - Various bug fixes & improvements Love the app? Rate us! Your feedback keeps the Uber engine running. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements; UI / design changes","Frequent maintenance update focused on localization changes plus bug-fix and reliability work.","https://apps.apple.com/us/app/uber-request-a-ride/id368677368","App Store month/day entry normalized to 2026 from page context."
"Uber","iOS","Uber Technologies, Inc.","Travel","3.718.10001","2026-04-20","No","Unavailable","We update the Uber app as often as possible to make it faster and more reliable for you. Here are a couple of the enhancements you'll find in the latest update: - Updates to improve localization across the app - Various bug fixes & improvements Love the app? Rate us! Your feedback keeps the Uber engine running. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements; UI / design changes","Frequent maintenance update focused on localization changes plus bug-fix and reliability work.","https://apps.apple.com/us/app/uber-request-a-ride/id368677368","App Store month/day entry normalized to 2026 from page context."
"Uber","iOS","Uber Technologies, Inc.","Travel","3.717.10000","2026-04-13","No","Unavailable","We update the Uber app as often as possible to make it faster and more reliable for you. Here are a couple of the enhancements you'll find in the latest update: - Updates to improve localization across the app - Various bug fixes & improvements Love the app? Rate us! Your feedback keeps the Uber engine running. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements; UI / design changes","Frequent maintenance update focused on localization changes plus bug-fix and reliability work.","https://apps.apple.com/us/app/uber-request-a-ride/id368677368","App Store month/day entry normalized to 2026 from page context."
"Uber","iOS","Uber Technologies, Inc.","Travel","3.716.10001","2026-04-06","No","Unavailable","We update the Uber app as often as possible to make it faster and more reliable for you. Here are a couple of the enhancements you'll find in the latest update: - Updates to improve localization across the app - Various bug fixes & improvements Love the app? Rate us! Your feedback keeps the Uber engine running. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements; UI / design changes","Frequent maintenance update focused on localization changes plus bug-fix and reliability work.","https://apps.apple.com/us/app/uber-request-a-ride/id368677368","App Store month/day entry normalized to 2026 from page context."
"Uber","iOS","Uber Technologies, Inc.","Travel","3.715.10001","2026-03-30","No","Unavailable","We update the Uber app as often as possible to make it faster and more reliable for you. Here are a couple of the enhancements you'll find in the latest update: - Updates to improve localization across the app - Various bug fixes & improvements Love the app? Rate us! Your feedback keeps the Uber engine running. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements; UI / design changes","Frequent maintenance update focused on localization changes plus bug-fix and reliability work.","https://apps.apple.com/us/app/uber-request-a-ride/id368677368","App Store month/day entry normalized to 2026 from page context."
"Uber","iOS","Uber Technologies, Inc.","Travel","3.714.10001","2026-03-23","No","Unavailable","We update the Uber app as often as possible to make it faster and more reliable for you. Here are a couple of the enhancements you'll find in the latest update: - Updates to improve localization across the app - Various bug fixes & improvements Love the app? Rate us! Your feedback keeps the Uber engine running. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements; UI / design changes","Frequent maintenance update focused on localization changes plus bug-fix and reliability work.","https://apps.apple.com/us/app/uber-request-a-ride/id368677368","App Store month/day entry normalized to 2026 from page context."
"Uber","iOS","Uber Technologies, Inc.","Travel","3.713.10003","2026-03-16","No","Unavailable","We update the Uber app as often as possible to make it faster and more reliable for you. Here are a couple of the enhancements you'll find in the latest update: - Updates to improve localization across the app - Various bug fixes & improvements Love the app? Rate us! Your feedback keeps the Uber engine running. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements; UI / design changes","Frequent maintenance update focused on localization changes plus bug-fix and reliability work.","https://apps.apple.com/us/app/uber-request-a-ride/id368677368","App Store month/day entry normalized to 2026 from page context."
"Uber","Android","Uber Technologies, Inc.","Maps & Navigation","4.628.10002","2026-04-25","Yes","2010-10","Unavailable","Other","Current Android metadata was available, but a full exact release note for the latest indexed version was not exposed in parsed public sources.","https://play.google.com/store/apps/details?hl=en&id=com.ubercab | https://www.appbrain.com/app/uber-request-a-ride/com.ubercab | https://www.apkmirror.com/apk/uber-technologies-inc/uber-request-a-ride/uber-request-a-ride-4-628-10002-release/","Google Play and AppBrain exposed current version/date and first availability month, but parsed public output did not expose the full current release note text."
"Uber","Android","Uber Technologies, Inc.","Maps & Navigation","4.621.10004","2026-03-07","No","2010-10","We update the Uber app as often as possible to help make it faster and more reliable for you. This version includes several bug fixes and performance improvements. Love the app? Rate us! Your feedback helps us to improve the Uber app. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements","Maintenance update focused on bug fixes, reliability, and general performance improvements.","https://www.apkmirror.com/apk/uber-technologies-inc/uber-request-a-ride/uber-request-a-ride-4-621-10004-release/","Version-specific Android history sourced from APKMirror; date is the APKMirror upload date and may not equal exact Google Play rollout timing."
"Uber","Android","Uber Technologies, Inc.","Maps & Navigation","4.620.10002","2026-03-03","No","2010-10","We update the Uber app as often as possible to help make it faster and more reliable for you. This version includes several bug fixes and performance improvements. Love the app? Rate us! Your feedback helps us to improve the Uber app. Have a question? Tap Help in the Uber app or visit help.uber.com.","Bug fixes / performance improvements","Maintenance update focused on bug fixes, reliability, and general performance improvements.","https://www.apkmirror.com/apk/uber-technologies-inc/uber-request-a-ride/uber-request-a-ride-4-620-10002-release/","Version-specific Android history sourced from APKMirror; date is the APKMirror upload date and may not equal exact Google Play rollout timing."
"DoorDash","iOS","DoorDash, Inc.","Food & Drink","8.17.0","Unavailable","Yes","Unavailable","Minor updates and performance improvements","Bug fixes / performance improvements","High-frequency maintenance update focused on minor fixes and performance improvements.","https://apps.apple.com/us/app/doordash-food-grocery-more/id719972451","App Store version history used. Current entry shows a relative timestamp only, so exact date was left Unavailable."
"DoorDash","iOS","DoorDash, Inc.","Food & Drink","8.16.1","Unavailable","No","Unavailable","Minor updates and performance improvements","Bug fixes / performance improvements","High-frequency maintenance update focused on minor fixes and performance improvements.","https://apps.apple.com/us/app/doordash-food-grocery-more/id719972451","App Store version history used. This entry shows a relative timestamp only, so exact date was left Unavailable."
"DoorDash","iOS","DoorDash, Inc.","Food & Drink","8.16.0","2026-04-27","No","Unavailable","Minor updates and performance improvements","Bug fixes / performance improvements","High-frequency maintenance update focused on minor fixes and performance improvements.","https://apps.apple.com/us/app/doordash-food-grocery-more/id719972451","App Store month/day entry normalized to 2026 from page context."
"DoorDash","iOS","DoorDash, Inc.","Food & Drink","8.15.0","2026-04-20","No","Unavailable","Minor updates and performance improvements","Bug fixes / performance improvements","High-frequency maintenance update focused on minor fixes and performance improvements.","https://apps.apple.com/us/app/doordash-food-grocery-more/id719972451","App Store month/day entry normalized to 2026 from page context."
"DoorDash","iOS","DoorDash, Inc.","Food & Drink","8.14.1","2026-04-14","No","Unavailable","Minor updates and performance improvements","Bug fixes / performance improvements","High-frequency maintenance update focused on minor fixes and performance improvements.","https://apps.apple.com/us/app/doordash-food-grocery-more/id719972451","App Store month/day entry normalized to 2026 from page context."
"DoorDash","iOS","DoorDash, Inc.","Food & Drink","8.14.0","2026-04-13","No","Unavailable","Minor updates and performance improvements","Bug fixes / performance improvements","High-frequency maintenance update focused on minor fixes and performance improvements.","https://apps.apple.com/us/app/doordash-food-grocery-more/id719972451","App Store month/day entry normalized to 2026 from page context."
"DoorDash","iOS","DoorDash, Inc.","Food & Drink","8.13.1","2026-04-08","No","Unavailable","Minor updates and performance improvements","Bug fixes / performance improvements","High-frequency maintenance update focused on minor fixes and performance improvements.","https://apps.apple.com/us/app/doordash-food-grocery-more/id719972451","App Store month/day entry normalized to 2026 from page context."
"DoorDash","iOS","DoorDash, Inc.","Food & Drink","8.13.0","2026-04-06","No","Unavailable","Minor updates and performance improvements","Bug fixes / performance improvements","High-frequency maintenance update focused on minor fixes and performance improvements.","https://apps.apple.com/us/app/doordash-food-grocery-more/id719972451","App Store month/day entry normalized to 2026 from page context."
"DoorDash","Android","DoorDash","Food & Drink","15.273.1","2026-04-24","Yes","2015-03","Unavailable","Other","Current Android metadata was available, but a full exact release note for the latest indexed version was not exposed in parsed public sources.","https://play.google.com/store/apps/details?hl=en&id=com.dd.doordash | https://www.appbrain.com/app/doordash-food-grocery-more/com.dd.doordash | https://www.apkmirror.com/apk/doordash-inc/doordash-food-delivery-grocery-more/doordash-food-grocery-more-15-273-1-release/","Google Play and AppBrain exposed current version/date and first availability month. APKMirror indexed the version page, but parsed public output did not expose the full latest release note text."
"DoorDash","Android","DoorDash","Food & Drink","15.260.4","2026-01-23","No","2015-03","Our mission is to deliver good by connecting people and possibility. If we can play a small role in helping you spend more time with your friends and family or get ahead on your favorite projects, then we have delivered good. We’re launching a new set of initiatives to deliver good within our communities, and you’ll see a new visual identity that reflects our spirit. Thank you for making DoorDash a success — we wouldn’t be here without you.","UI / design changes; Other","Branding and community-mission update centered on visual identity changes rather than checkout or delivery mechanics.","https://www.apkmirror.com/apk/doordash-inc/doordash-food-delivery-grocery-more/doordash-food-grocery-more-15-260-4-release/","Version-specific Android history sourced from APKMirror; date is the APKMirror upload date and may not equal exact Google Play rollout timing."
"DoorDash","Android","DoorDash","Food & Drink","15.261.7","2026-02-12","No","2015-03","Unavailable","Other","Version history was observed publicly, but exact release-note text for this version was not fully exposed in parsed sources.","https://www.apkmirror.com/apk/doordash-inc/ | https://www.appbrain.com/app/doordash-food-grocery-more/com.dd.doordash","Version-specific date verified from APKMirror uploads/AppBrain context; exact release-note text was not fully exposed in parsed public output."
